,Bit-length,Lattice Dimension,N,l,c,|b_op - t|^2,P(b_op),|v_best - t|^2,P(v_best),P(|v_new - t|^2 < |b_op - t|^2),P(|v_new - t|^2 > |b_op - t|^2),E[|v_new - t|^2]
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,61.0,1.0,3.0,5.744562646538029,0.977,5.744562646538029,0.977,0.0,0.023,6.327729932513917
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,61.0,1.0,3.0,5.744562646538029,0.977,5.744562646538029,0.977,0.0,0.023,6.327729932513917
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,43.0,1.0,3.0,11.445523142259598,0.596,11.445523142259598,0.596,0.0,0.404,15.060440402011892
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,6.0,2.0,43.0,1.0,3.0,11.445523142259598,0.596,11.445523142259598,0.596,0.0,0.404,15.060440402011892
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,43.0,1.0,3.0,11.445523142259598,0.596,11.445523142259598,0.596,0.0,0.404,15.060440402011892
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,61.0,1.0,3.0,5.744562646538029,0.977,5.744562646538029,0.977,0.0,0.023,6.327729932513917
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,47.0,1.0,3.0,21.400934559032695,0.85,21.400934559032695,0.85,0.0,0.15,22.135590041238046
0,6.0,2.0,37.0,1.0,3.0,22.825424421026653,0.745,22.825424421026653,0.745,0.0,0.255,23.595717724540034
0,6.0,2.0,53.0,1.0,3.0,20.248456731316587,0.962,20.248456731316587,0.962,0.0,0.038,20.31328631473036
0,6.0,2.0,43.0,1.0,3.0,11.445523142259598,0.596,11.445523142259598,0.596,0.0,0.404,15.060440402011892
0,6.0,2.0,41.0,1.0,3.0,11.74734012447073,0.909,11.74734012447073,0.909,0.0,0.09100000000000001,13.384847906613768
0,6.0,2.0,59.0,1.0,3.0,20.92844953645635,0.7,20.92844953645635,0.7,0.0,0.30000000000000004,21.74434963628125
0,7.0,2.0,73.0,1.0,3.0,13.490737563232042,0.6859999999999999,13.490737563232042,0.686,0.0,0.314,16.52966211635829
0,7.0,2.0,107.0,1.0,3.0,10.63014581273465,0.891,10.63014581273465,0.891,0.0,0.109,12.48249952717908
0,7.0,2.0,101.0,1.0,3.0,13.74772708486752,0.876,13.74772708486752,0.876,0.0,0.124,14.789482678340363
0,7.0,2.0,89.0,1.0,3.0,17.804493814764857,0.916,17.804493814764857,0.916,0.0,0.08399999999999999,18.702851744368672
0,7.0,2.0,79.0,1.0,3.0,21.470910553583888,0.26,21.470910553583888,0.26,0.0,0.74,26.856997775381497
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,127.0,1.0,3.0,9.899494936611665,0.993,9.899494936611665,0.993,0.0,0.007,10.095056303168889
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,73.0,1.0,3.0,13.490737563232042,0.6859999999999999,13.490737563232042,0.686,0.0,0.314,16.52966211635829
0,7.0,2.0,113.0,1.0,3.0,11.357816691600547,0.979,11.357816691600547,0.979,0.0,0.020999999999999998,11.853520215978909
0,7.0,2.0,73.0,1.0,3.0,13.490737563232042,0.6859999999999999,13.490737563232042,0.686,0.0,0.314,16.52966211635829
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,127.0,1.0,3.0,9.899494936611665,0.993,9.899494936611665,0.993,0.0,0.007,10.095056303168889
0,7.0,2.0,89.0,1.0,3.0,17.804493814764857,0.916,17.804493814764857,0.916,0.0,0.08399999999999999,18.702851744368672
0,7.0,2.0,83.0,1.0,3.0,23.345235059857504,0.524,23.345235059857504,0.524,0.0,0.476,24.314257344851185
0,7.0,2.0,83.0,1.0,3.0,23.345235059857504,0.524,23.345235059857504,0.524,0.0,0.476,24.314257344851185
0,7.0,2.0,73.0,1.0,3.0,13.490737563232042,0.6859999999999999,13.490737563232042,0.686,0.0,0.314,16.52966211635829
0,7.0,2.0,103.0,1.0,3.0,10.04987562112089,0.919,10.04987562112089,0.919,0.0,0.081,11.438953324936504
0,7.0,2.0,107.0,1.0,3.0,10.63014581273465,0.891,10.63014581273465,0.891,0.0,0.109,12.48249952717908
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,83.0,1.0,3.0,23.345235059857504,0.524,23.345235059857504,0.524,0.0,0.476,24.314257344851185
0,7.0,2.0,89.0,1.0,3.0,17.804493814764857,0.916,17.804493814764857,0.916,0.0,0.08399999999999999,18.702851744368672
0,7.0,2.0,83.0,1.0,3.0,23.345235059857504,0.524,23.345235059857504,0.524,0.0,0.476,24.314257344851185
0,7.0,2.0,109.0,1.0,3.0,8.774964387392123,0.832,8.774964387392123,0.832,0.0,0.168,11.804132451959909
0,7.0,2.0,79.0,1.0,3.0,21.470910553583888,0.26,21.470910553583888,0.26,0.0,0.74,26.856997775381497
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,103.0,1.0,3.0,10.04987562112089,0.919,10.04987562112089,0.919,0.0,0.081,11.438953324936504
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,109.0,1.0,3.0,8.774964387392123,0.832,8.774964387392123,0.832,0.0,0.168,11.804132451959909
0,7.0,2.0,79.0,1.0,3.0,21.470910553583888,0.26,21.470910553583888,0.26,0.0,0.74,26.856997775381497
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,113.0,1.0,3.0,11.357816691600547,0.979,11.357816691600547,0.979,0.0,0.020999999999999998,11.853520215978909
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,7.0,2.0,89.0,1.0,3.0,17.804493814764857,0.916,17.804493814764857,0.916,0.0,0.08399999999999999,18.702851744368672
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,101.0,1.0,3.0,13.74772708486752,0.876,13.74772708486752,0.876,0.0,0.124,14.789482678340363
0,7.0,2.0,97.0,1.0,3.0,12.12435565298214,0.647,12.12435565298214,0.647,0.0,0.35300000000000004,15.66251709280629
0,7.0,2.0,89.0,1.0,3.0,17.804493814764857,0.916,17.804493814764857,0.916,0.0,0.08399999999999999,18.702851744368672
0,7.0,2.0,113.0,1.0,3.0,11.357816691600547,0.979,11.357816691600547,0.979,0.0,0.020999999999999998,11.853520215978909
0,7.0,2.0,79.0,1.0,3.0,21.470910553583888,0.26,21.470910553583888,0.26,0.0,0.74,26.856997775381497
0,7.0,2.0,73.0,1.0,3.0,13.490737563232042,0.6859999999999999,13.490737563232042,0.686,0.0,0.314,16.52966211635829
0,7.0,2.0,113.0,1.0,3.0,11.357816691600547,0.979,11.357816691600547,0.979,0.0,0.020999999999999998,11.853520215978909
0,7.0,2.0,71.0,1.0,3.0,14.45683229480096,0.971,14.45683229480096,0.971,0.0,0.029,15.080410215903791
0,8.0,3.0,191.0,1.0,3.0,7.874007874011811,0.6599999999999999,7.874007874011811,0.66,0.0,0.34,9.34799082893501
0,8.0,3.0,163.0,1.0,3.0,6.48074069840786,0.5359999999999999,6.48074069840786,0.536,0.0,0.4640000000000001,9.888166964011429
0,8.0,3.0,197.0,1.0,3.0,10.099504938362077,0.3589999999999999,10.099504938362077,0.359,0.0,0.6410000000000001,11.62536392044052
0,8.0,3.0,227.0,1.0,3.0,10.04987562112089,0.598,9.591663046625438,0.322,0.322,0.08000000000000002,10.069335164112841
0,8.0,3.0,191.0,1.0,3.0,7.874007874011811,0.6599999999999999,7.874007874011811,0.66,0.0,0.34,9.34799082893501
0,8.0,3.0,137.0,1.0,3.0,8.12403840463596,0.397,8.12403840463596,0.397,0.0,0.603,11.208172747920186
0,8.0,3.0,193.0,1.0,3.0,8.54400374531753,0.40700000000000003,8.54400374531753,0.407,0.0,0.593,11.786677644095215
0,8.0,3.0,233.0,1.0,3.0,8.774964387392123,0.728,8.774964387392123,0.728,0.0,0.272,9.691207980975916
0,8.0,3.0,149.0,1.0,3.0,7.3484692283495345,0.45899999999999996,7.3484692283495345,0.459,0.0,0.541,10.483040484000682
0,8.0,3.0,181.0,1.0,3.0,6.082762530298219,0.956,6.082762530298219,0.956,0.0,0.044000000000000004,6.507556533472043
0,8.0,3.0,149.0,1.0,3.0,7.3484692283495345,0.45899999999999996,7.3484692283495345,0.459,0.0,0.541,10.483040484000682
0,8.0,3.0,179.0,1.0,3.0,6.928203230275509,0.605,6.928203230275509,0.605,0.0,0.395,9.424119787271838
0,8.0,3.0,179.0,1.0,3.0,6.928203230275509,0.605,6.928203230275509,0.605,0.0,0.395,9.424119787271838
0,8.0,3.0,239.0,1.0,3.0,6.082762530298219,0.851,6.082762530298219,0.851,0.0,0.14899999999999997,7.545118390018727
0,8.0,3.0,197.0,1.0,3.0,10.099504938362077,0.3589999999999999,10.099504938362077,0.359,0.0,0.6410000000000001,11.62536392044052
0,8.0,3.0,233.0,1.0,3.0,8.774964387392123,0.728,8.774964387392123,0.728,0.0,0.272,9.691207980975916
0,8.0,3.0,229.0,1.0,3.0,8.06225774829855,0.484,8.06225774829855,0.484,0.0,0.516,10.16737281387945
0,8.0,3.0,137.0,1.0,3.0,8.12403840463596,0.397,8.12403840463596,0.397,0.0,0.603,11.208172747920186
0,8.0,3.0,181.0,1.0,3.0,6.082762530298219,0.956,6.082762530298219,0.956,0.0,0.044000000000000004,6.507556533472043
0,8.0,3.0,137.0,1.0,3.0,8.12403840463596,0.397,8.12403840463596,0.397,0.0,0.603,11.208172747920186
0,8.0,2.0,131.0,1.0,3.0,17.233687939614086,0.915,17.233687939614086,0.915,0.0,0.085,18.11455373789361
0,8.0,3.0,151.0,1.0,3.0,8.18535277187245,0.591,8.18535277187245,0.591,0.0,0.4090000000000001,9.866627883358944
0,8.0,3.0,199.0,1.0,3.0,6.4031242374328485,0.5349999999999999,6.4031242374328485,0.535,0.0,0.4650000000000001,9.62829272911517
0,8.0,3.0,137.0,1.0,3.0,8.12403840463596,0.397,8.12403840463596,0.397,0.0,0.603,11.208172747920186
0,8.0,3.0,157.0,1.0,3.0,10.198039027185569,0.248,10.198039027185569,0.248,0.0,0.752,11.107606389339901
0,8.0,3.0,239.0,1.0,3.0,6.082762530298219,0.851,6.082762530298219,0.851,0.0,0.14899999999999997,7.545118390018727
0,8.0,3.0,149.0,1.0,3.0,7.3484692283495345,0.45899999999999996,7.3484692283495345,0.459,0.0,0.541,10.483040484000682
0,8.0,3.0,163.0,1.0,3.0,6.48074069840786,0.5359999999999999,6.48074069840786,0.536,0.0,0.4640000000000001,9.888166964011429
0,8.0,3.0,199.0,1.0,3.0,6.4031242374328485,0.5349999999999999,6.4031242374328485,0.535,0.0,0.4650000000000001,9.62829272911517
0,8.0,3.0,157.0,1.0,3.0,10.198039027185569,0.248,10.198039027185569,0.248,0.0,0.752,11.107606389339901
0,8.0,2.0,131.0,1.0,3.0,17.233687939614086,0.915,17.233687939614086,0.915,0.0,0.085,18.11455373789361
0,8.0,3.0,223.0,1.0,3.0,10.04987562112089,0.0040000000000000036,9.591663046625438,0.992,0.992,0.004,9.610842797845654
0,8.0,3.0,241.0,1.0,3.0,6.782329983125268,0.606,6.782329983125268,0.606,0.0,0.394,10.19705721568943
0,8.0,3.0,197.0,1.0,3.0,10.099504938362077,0.3589999999999999,10.099504938362077,0.359,0.0,0.6410000000000001,11.62536392044052
0,8.0,3.0,227.0,1.0,3.0,10.04987562112089,0.598,9.591663046625438,0.322,0.322,0.08000000000000002,10.069335164112841
0,8.0,3.0,193.0,1.0,3.0,8.54400374531753,0.40700000000000003,8.54400374531753,0.407,0.0,0.593,11.786677644095215
0,8.0,3.0,191.0,1.0,3.0,7.874007874011811,0.6599999999999999,7.874007874011811,0.66,0.0,0.34,9.34799082893501
0,8.0,3.0,211.0,1.0,3.0,7.810249675906654,0.6059999999999999,7.810249675906654,0.606,0.0,0.3940000000000001,9.53400837796488
0,8.0,3.0,181.0,1.0,3.0,6.082762530298219,0.956,6.082762530298219,0.956,0.0,0.044000000000000004,6.507556533472043
0,8.0,3.0,149.0,1.0,3.0,7.3484692283495345,0.45899999999999996,7.3484692283495345,0.459,0.0,0.541,10.483040484000682
0,8.0,3.0,197.0,1.0,3.0,10.099504938362077,0.3589999999999999,10.099504938362077,0.359,0.0,0.6410000000000001,11.62536392044052
0,8.0,3.0,191.0,1.0,3.0,7.874007874011811,0.6599999999999999,7.874007874011811,0.66,0.0,0.34,9.34799082893501
0,8.0,3.0,179.0,1.0,3.0,6.928203230275509,0.605,6.928203230275509,0.605,0.0,0.395,9.424119787271838
0,8.0,3.0,197.0,1.0,3.0,10.099504938362077,0.3589999999999999,10.099504938362077,0.359,0.0,0.6410000000000001,11.62536392044052
0,8.0,3.0,193.0,1.0,3.0,8.54400374531753,0.40700000000000003,8.54400374531753,0.407,0.0,0.593,11.786677644095215
0,8.0,3.0,167.0,1.0,3.0,7.54983443527075,0.73,7.54983443527075,0.73,0.0,0.27,9.16919039064567
0,8.0,3.0,223.0,1.0,3.0,10.04987562112089,0.0040000000000000036,9.591663046625438,0.992,0.992,0.004,9.610842797845654
0,8.0,3.0,241.0,1.0,3.0,6.782329983125268,0.606,6.782329983125268,0.606,0.0,0.394,10.19705721568943
0,8.0,3.0,163.0,1.0,3.0,6.48074069840786,0.5359999999999999,6.48074069840786,0.536,0.0,0.4640000000000001,9.888166964011429
0,8.0,3.0,139.0,1.0,3.0,8.831760866327848,0.34999999999999987,8.831760866327848,0.35,0.0,0.6500000000000001,10.706224395109984
0,9.0,3.0,433.0,1.0,3.0,5.385164807134504,0.753,5.385164807134504,0.753,0.0,0.24700000000000003,7.606539263918286
0,9.0,3.0,281.0,1.0,3.0,6.708203932499369,0.6019999999999999,6.708203932499369,0.602,0.0,0.3980000000000001,9.148408313824037
0,9.0,3.0,467.0,1.0,3.0,8.48528137423857,0.4169999999999999,8.48528137423857,0.417,0.0,0.5830000000000001,9.56111057457171
0,9.0,3.0,463.0,1.0,3.0,9.848857801796104,0.6839999999999999,9.848857801796104,0.684,0.0,0.31600000000000006,11.073772611720116
0,9.0,3.0,281.0,1.0,3.0,6.708203932499369,0.6019999999999999,6.708203932499369,0.602,0.0,0.3980000000000001,9.148408313824037
0,9.0,3.0,349.0,1.0,3.0,10.246950765959598,0.587,10.246950765959598,0.587,0.0,0.41300000000000003,11.155187335854558
0,9.0,3.0,373.0,1.0,3.0,7.280109889280518,0.32999999999999996,7.280109889280518,0.33,0.0,0.67,9.738132619816003
0,9.0,3.0,263.0,1.0,3.0,9.16515138991168,0.34299999999999997,9.16515138991168,0.343,0.0,0.657,11.299720434618349
0,9.0,3.0,439.0,1.0,3.0,7.280109889280518,0.44100000000000006,7.280109889280518,0.441,0.0,0.5589999999999999,10.871145082486995
0,9.0,3.0,347.0,1.0,3.0,7.615773105863909,0.44999999999999996,7.615773105863909,0.45,0.0,0.55,10.865875126080756
0,9.0,3.0,421.0,1.0,3.0,7.615773105863909,0.43799999999999994,7.615773105863909,0.438,0.0,0.562,10.490066365044415
0,9.0,3.0,337.0,1.0,3.0,5.477225575051661,0.764,5.477225575051661,0.764,0.0,0.23600000000000002,8.038335244136654
