,Bit-length,beta,gamma
0,14.0,0.44103623112034385,-0.007567499197515986
0,14.0,0.2965087118382048,-0.01122126937764829
0,15.0,0.418236504281356,-0.008355838025518545
0,15.0,0.3825259431578447,-0.011216188448341137
0,15.0,-0.3016956222629437,0.01308236682626332
0,15.0,0.34399356860968805,-0.010346288754221226
0,15.0,0.43325581969319304,-0.007581345582814401
0,15.0,0.36408154575011104,-0.011752280180974762
0,15.0,0.4653758009819172,-0.0057648299208348025
0,15.0,0.4252781950184187,-0.0070657453459698925
0,15.0,0.2820950420175826,-0.015420155004210635
0,15.0,0.44279170076087526,-0.007308905704278721
0,16.0,0.4343188193172843,-0.007973635531288777
0,16.0,0.43532292633168695,-0.007090048260668797
0,16.0,0.3386211968986252,-0.009689928240373237
0,16.0,0.46817055266727775,-0.006097486186126098
0,16.0,0.36946367655863,-0.00751851547651658
0,16.0,0.4080074513224767,-0.011620354561987517
0,16.0,0.3140470821771089,-0.012753563189112556
0,16.0,0.4138623002600225,-0.008223037296782656
0,16.0,0.36173216739310554,-0.010648523942005932
0,16.0,0.4336469350851171,-0.008040536494003828
0,17.0,0.4112724206302521,-0.008299481535911108
0,17.0,0.4526009765422316,-0.007100440333022866
0,17.0,0.38737352304593975,-0.008235830120282242
0,17.0,-0.33400368952214515,0.011038188307159677
0,17.0,-0.41348527862975915,0.007597861432750295
0,17.0,0.31992703713962284,-0.011497327135299402
0,17.0,0.4370768838236141,-0.008763072002500857
0,17.0,0.42757696984757126,-0.009146504472352582
0,17.0,0.466113268542399,-0.007460549725642179
0,17.0,0.3896650138623075,-0.007465597341918021
0,18.0,0.39849957625729626,-0.007640367684889996
0,18.0,0.44832301586290757,-0.006105701668878578
0,18.0,0.3814795018309942,-0.007572662221927133
0,18.0,0.3784573599524882,-0.009625519976838828
0,18.0,0.3921681768341734,-0.008461276936450188
0,18.0,0.3502286305308113,-0.011044785641845762
0,18.0,0.442543789758277,-0.007900594956361527
0,18.0,0.4484550910455545,-0.007720376254497396
0,18.0,0.3120297337774688,-0.012187555448389733
0,18.0,0.441292955129752,-0.007310677140547865
0,19.0,0.2794757695443212,-0.013111681725334102
0,19.0,0.3838461644755342,-0.010950117624183953
0,19.0,0.47777994787573236,-0.007363042225501678
0,19.0,0.39473840123495985,-0.0073643947988111125
0,19.0,0.3279310895788904,-0.008872309846562388
0,19.0,0.37326839598595574,-0.011267923872924563
0,19.0,0.3413754353597854,-0.0094571702439948
0,19.0,0.38237907470004817,-0.007692654328112103
0,19.0,0.3750369084111872,-0.009892662458048776
0,19.0,0.3906961596460976,-0.007108212169312192
0,20.0,0.4005148973197864,-0.009341787111434272
0,20.0,0.3867662500563831,-0.009876666848060604
0,20.0,-0.2715808676547363,0.014557075021436801
0,20.0,0.39803219825500635,-0.009281341388804534
0,20.0,0.4047851727639317,-0.00971780036196411
0,20.0,0.3300401735659054,-0.012244875431604633
0,20.0,0.26811911781985776,-0.01595949788139766
0,20.0,-0.33249382887410417,0.01071533492211748
0,20.0,0.39431420298694975,-0.010553035742810645
0,20.0,-0.28650644991894686,0.014614492342478948
0,21.0,-0.4224306286620822,0.009982654102822303
0,21.0,0.4115076454734137,-0.00934059490708733
0,21.0,0.39472373839685143,-0.008951736573622835
0,21.0,-0.3362250368721367,0.010654351432775872
0,21.0,-0.43300373603413556,0.008377405905278223
0,21.0,-0.37490163231973644,0.010829487062604014
0,21.0,0.3897768948825798,-0.009688957976976047
0,21.0,0.4091975067471457,-0.009556258576378847
0,21.0,0.39102874290414524,-0.00988013435006426
0,21.0,-0.40271696456548123,0.010507771060121827
0,22.0,-0.4138111680268753,0.00853368901223079
0,22.0,0.38395860353539657,-0.01022331833114399
0,22.0,-0.364756586815666,0.01075094575427443
0,22.0,-0.388600412028954,0.008358287949032999
0,22.0,0.4138848778363488,-0.008108161884139284
0,22.0,-0.364427218538412,0.01100833898504346
0,22.0,0.2758327937287328,-0.015501051171478904
0,22.0,0.39817539707223215,-0.008472427088741095
0,22.0,0.3749657783436673,-0.00943150755882758
0,22.0,-0.32440596781007336,0.011974799820707153
0,23.0,0.33005697415076385,-0.010727104287912969
0,23.0,0.3978573655433336,-0.009687253342801763
0,23.0,0.3461828054570605,-0.01265696710517271
0,23.0,-0.34129003049962675,0.011851377495077788
0,23.0,-0.29926441056318925,0.012382617397268243
0,23.0,0.4506254796313447,-0.00933578230126075
0,23.0,-0.2659589784839824,0.016656553680021596
0,23.0,-0.4270017778354265,0.010173243639549086
0,23.0,0.4168366422983639,-0.00864478575001413
0,23.0,0.2757086369172444,-0.016068092871252902
0,24.0,-0.37819284136285547,0.011181940516980902
0,24.0,-0.31907341430001224,0.012865446586766902
0,24.0,-0.3088095641317904,0.011818422576993313
0,24.0,0.3189179528502053,-0.01267868390127385
0,24.0,0.3837522566424699,-0.010723478145363431
0,24.0,0.35732233356319687,-0.010952580008298955
0,24.0,0.39076704880625424,-0.011394188018130387
0,24.0,0.3553756934489595,-0.0118672101170277
0,24.0,0.40746213291079025,-0.009669164290587331
0,24.0,-0.31011815232158957,0.013299676794888743
0,25.0,0.39925495623077706,-0.010244875965151546
0,25.0,0.3020195004135917,-0.013581744977315515
0,25.0,-0.3542849854872061,0.010692246608943402
0,25.0,-0.29198608708187745,0.012285243988508552
0,25.0,0.357713412721637,-0.010628633408518075
0,25.0,0.41209165916998547,-0.009222062403438917
0,25.0,-0.3164129478735152,0.013629498739157454
0,25.0,0.39917212192138907,-0.008507935799316904
0,25.0,0.3851897418121146,-0.008822572286928234
0,25.0,-0.29583000887436606,0.013501083375074422
0,26.0,0.4163644874817599,-0.00784617481274981
0,26.0,0.3117335964319579,-0.010288102655996605
0,26.0,-0.2989995821821286,0.012787690372349938
0,26.0,-0.3330318233273465,0.011785974108784807
0,26.0,0.2876888152497272,-0.011254248322714573
0,26.0,0.3697753554157669,-0.009767168847161712
0,26.0,-0.3091543320716261,0.013130711408124034
0,26.0,0.3568024196269163,-0.01254661456606944
0,26.0,-0.30104039804006627,0.01549910938359933
0,26.0,0.34099520628426727,-0.011547798599418728
0,27.0,0.3301224241435444,-0.009899580017961315
0,27.0,-0.27742415523845704,0.013283259125392577
0,27.0,-0.35400348570791906,0.009242192174222744
0,27.0,-0.2557113796605699,0.01235145829111041
0,27.0,0.3924582022411836,-0.00893051483193339
0,27.0,-0.32096864525414703,0.010347321262793084
0,27.0,0.3416832486959451,-0.009526414685191567
0,27.0,-0.3449421081470295,0.010062246807431636
0,27.0,-0.2545757528564183,0.013712379607663396
0,27.0,0.34072067872644624,-0.010879968610236932
0,28.0,-0.36071809080256895,0.009102825774598226
0,28.0,-0.2918904046694687,0.012619945266595232
0,28.0,-0.36376126920560675,0.008865501428883218
0,28.0,0.3445995128580184,-0.010319101578229175
0,28.0,-0.29308597887156274,0.01197712894553786
0,28.0,0.4158759515011878,-0.00782593030220331
0,28.0,-0.2857371540555409,0.010639196389822561
0,28.0,0.25067495579742854,-0.013408270125651479
0,28.0,-0.2678882925874224,0.0130385078636169
0,28.0,-0.27721425316220705,0.013719873771565838
0,29.0,0.29408417790634095,-0.01166967380143407
0,29.0,0.330290597149136,-0.011981427059956251
0,29.0,-0.38845526691399884,0.010414149584667892
0,29.0,-0.42107433057327115,0.008271747453836223
0,29.0,-0.3027794504711874,0.012130755478177713
0,29.0,-0.2473260559586943,0.013559732298254041
0,29.0,-0.3071710848290223,0.010443149172489662
0,29.0,0.37601301097095396,-0.008876385039844488
0,29.0,0.30457218819303633,-0.010618726392832033
0,29.0,-0.3573936946322701,0.00911862849817132
0,30.0,-0.3561890066937966,0.008695311163241673
0,30.0,0.31677074185129306,-0.009867002674401711
0,30.0,-0.32897141845197864,0.009689895864394008
0,30.0,0.262074849881919,-0.012359316122876687
0,30.0,0.2952974057312261,-0.01381063103700432
0,30.0,0.3893462246230974,-0.00853967263792674
0,30.0,-0.35835369347145096,0.009028852557558118
0,30.0,-0.2502478085157154,0.01425182805114105
0,30.0,0.3810977621007514,-0.009263983651218803
0,30.0,0.25162558263632456,-0.014276129457282844
0,31.0,-0.3418896972564479,0.009216961857292531
0,31.0,0.3211619491524813,-0.010263992476690804
0,31.0,0.33362883563223233,-0.009601879174246084
0,31.0,0.3262706016049768,-0.009511452003886964
0,31.0,0.32724313093649676,-0.01008846834686894
0,31.0,-0.3458502888486754,0.009356452437150279
0,31.0,-0.36053227565266593,0.008737107442916848
0,31.0,0.3853166796362318,-0.008951048514776311
0,31.0,0.30541200567068777,-0.010929742770517024
0,31.0,0.28953940559445523,-0.012984853512893132
0,32.0,0.326000229066942,-0.01006711396369804
0,32.0,-0.35290866810528354,0.009452992963075592
0,32.0,0.278202158800953,-0.01326481097844268
0,32.0,-0.26316246552876443,0.014005406908504095
0,32.0,0.26849016342566934,-0.01412336175820176
0,32.0,-0.43944294544489537,0.007466473486572506
0,32.0,0.25655562464686643,-0.013904401243518067
0,32.0,-0.32738367056727347,0.011313013415177892
0,32.0,-0.2653812372613162,0.01263478957612443
0,32.0,0.3170768112000477,-0.011108818670788938
0,33.0,-0.30017339343586924,0.011126418217507874
0,33.0,0.3570140228337885,-0.008855141976885184
0,33.0,0.40328708961180537,-0.008234018245968082
0,33.0,0.38164433360249406,-0.00878760603140384
0,33.0,0.4195321742822061,-0.00807416728005903
0,33.0,0.28356921333209906,-0.01372419801211511
0,33.0,0.36110176599790056,-0.009765595824182686
0,33.0,-0.36816344642106036,0.008725886686699788
0,33.0,-0.3653582783912646,0.00849431278303091
0,33.0,0.33177977942689807,-0.009897671957595867
0,34.0,0.2765824397925762,-0.01218508043703968
0,34.0,-0.2438153143857592,0.014091477848527233
0,34.0,-0.24106570788210985,0.012947602490688406
0,34.0,-0.3740596523645616,0.008212754134176582
0,34.0,0.3222732451339507,-0.009430140372626773
0,34.0,0.36168081960999765,-0.009460359562440977
0,34.0,0.35354522609504024,-0.009157219688010846
0,34.0,-0.3169044132201777,0.009533675494865676
0,34.0,-0.25251901421287165,0.012739461779103647
0,34.0,0.38344357715269867,-0.00838533311576552
0,35.0,0.36474088405115274,-0.009192286259474436
0,35.0,-0.28077364596206994,0.011872240367190767
0,35.0,0.2834677685378339,-0.011016698511051463
0,35.0,0.37262358812999014,-0.009156847349488545
0,35.0,-0.29462376564957105,0.011721043292380644
0,35.0,0.3160652532342747,-0.010600864986867404
0,35.0,0.2808418394573986,-0.011755389548192406
0,35.0,0.2532656283166641,-0.013927755593892564
0,35.0,0.27202614854109786,-0.01418411786713987
0,35.0,0.37593127388549513,-0.010253348506901967
0,36.0,0.3708000974919223,-0.0087563100036297
0,36.0,0.2794504336776021,-0.012838368751138772
0,36.0,0.3095182887688882,-0.010674152243700573
0,36.0,-0.24626738567305742,0.012655835994672779
0,36.0,0.30802758110094797,-0.009697469967712334
0,36.0,0.27717610413352334,-0.012092509799245938
0,36.0,0.2979000558067156,-0.010389478095636576
0,36.0,0.23432514643948815,-0.012973774741822128
0,36.0,0.243575108053818,-0.013296649143036939
0,36.0,0.32780591768376144,-0.010606086823359053
0,37.0,-0.292944293275919,0.010612320622661625
0,37.0,-0.30708770019272674,0.01173944914022794
0,37.0,0.385923168733166,-0.008789770612243595
0,37.0,0.3143573797891002,-0.011152333460873916
0,37.0,-0.33609454588916376,0.009172291175141506
0,37.0,-0.2431091726718006,0.014644105639211296
0,37.0,-0.26189000613712826,0.01154269137598234
0,37.0,0.4002566560171459,-0.007274142659469487
0,37.0,0.2952451839804954,-0.013276410593781693
0,37.0,-0.22660935710026686,0.014256974994431383
0,38.0,-0.27410071524944357,0.011929645716973634
0,38.0,0.4524215624340813,-0.008129377855732494
0,38.0,0.30354923866555117,-0.010806299751314304
0,38.0,0.303523565181512,-0.011852102240148217
0,38.0,0.34632201132114615,-0.01102075664177784
0,38.0,0.3159554485292294,-0.010141518462563582
0,38.0,0.24459663170194504,-0.014043797521438308
0,38.0,0.37204154946614215,-0.009401485208872195
0,38.0,-0.2753795322615833,0.011393139952123543
0,38.0,-0.3137265362410823,0.009609257561905013
0,39.0,0.306132732847888,-0.009558892408061986
0,39.0,0.3834045075170512,-0.008179931951338195
0,39.0,0.34561401599877006,-0.008662406985307378
0,39.0,-0.3033778938975472,0.01145026347786413
0,39.0,-0.26578681165685275,0.01277370747462694
0,39.0,-0.2491062434529151,0.014589977348352145
0,39.0,-0.29841416253284003,0.01206424042927433
0,39.0,0.308549303922504,-0.009188228432993991
0,39.0,-0.23482416362648711,0.015080475945551296
0,39.0,0.2806177872682635,-0.011157310265557116
0,40.0,0.3536672265137859,-0.010282400491843882
0,40.0,0.35557658332676484,-0.00961840324465975
0,40.0,-0.24478944311822468,0.015051084637201059
0,40.0,-0.2593888635542961,0.01284989455575863
0,40.0,0.3863895584536756,-0.008433493520279695
0,40.0,0.333774079707018,-0.01038714570330947
0,40.0,0.24462915460504378,-0.014640677105980547
0,40.0,0.2999241858633246,-0.010593421603716428
0,40.0,0.25673436054135157,-0.007832688294692821
0,40.0,0.2294164777641573,-0.01004392004057357
0,41.0,0.2431926963031375,-0.008558544429157069
0,41.0,0.34001225941316027,-0.0061603278613576815
0,41.0,0.21721792037135276,-0.009931676875928948
0,41.0,0.246973894067605,-0.008953064274022912
0,41.0,0.33500314320569324,-0.006234344390578541
0,41.0,0.2714646935719266,-0.0068775344430331955
0,41.0,0.22802837560314482,-0.010111264460778138
0,41.0,0.22354930592393335,-0.010143521391570891
0,41.0,0.25693012617854954,-0.010004780381698327
0,41.0,0.21866441149091823,-0.010059587850238147
0,42.0,0.19759618788742067,-0.010440089650033473
0,42.0,0.20136148518905278,-0.00962955256123595
0,42.0,0.39747414057920327,-0.006149292117953532
0,42.0,0.21648710985761,-0.010224232238779305
0,42.0,0.26034114449360496,-0.0096856655526041
0,42.0,0.3032449180749058,-0.006469775118855931
0,42.0,0.20532749606980205,-0.009942412026665917
0,42.0,0.2673641866706841,-0.007046875581659989
0,42.0,0.22489766261863095,-0.009287836724950961
0,42.0,0.26722146306917094,-0.008252169240561623
0,43.0,-0.2399349839642975,0.007608425859805625
0,43.0,0.2143625371527284,-0.010174051244306663
0,43.0,0.2401762254995254,-0.008849878872318603
0,43.0,0.34314112515020867,-0.006274260223051069
0,43.0,0.22551481979328036,-0.008532718792249346
0,43.0,0.21778477150698214,-0.008193803104163127
0,43.0,0.2386372495287013,-0.00867358230799974
0,43.0,-0.25232369860050813,0.007706222086984642
0,43.0,0.27056761624922165,-0.00971962555518745
0,43.0,-0.2548807696309955,0.009519452329239366
0,44.0,0.379018305573675,-0.0060155375814798795
0,44.0,0.28344282113093433,-0.009896900979214546
0,44.0,0.2120505797129744,-0.009770317594745252
0,44.0,0.2346387740864852,-0.01035217467738014
0,44.0,0.2602474483975853,-0.008510326201475037
0,44.0,-0.22199016598582957,0.009926078103045327
0,44.0,0.21966226927040128,-0.008985796727119778
0,44.0,-0.23996651690877963,0.007653546165690909
0,44.0,-0.32803700059863955,0.007160146628405601
0,44.0,0.3338023207108426,-0.006107022280332247
0,45.0,0.25672749637347414,-0.007725456638861665
0,45.0,0.2269740553566191,-0.008931464619468008
0,45.0,0.2336078212908006,-0.009489545146440367
0,45.0,0.21675790775440928,-0.009770319851953592
0,45.0,0.3234736316865219,-0.0073520573700418595
0,45.0,-0.3481329822147611,0.0061879568299769705
0,45.0,0.25358051556582534,-0.009333799258252293
0,45.0,0.2648736544154739,-0.006998798706663021
0,45.0,0.2501177488560257,-0.008257001740448806
0,45.0,0.4086148244291198,-0.005646379032077093
0,46.0,0.3816582469557104,-0.0056399034350185645
0,46.0,0.23314031688488154,-0.008458333336064957
0,46.0,0.2431518082298179,-0.009764869450726247
0,46.0,0.2942921175473855,-0.007731717533267159
0,46.0,0.2819028490753951,-0.007421084285069313
0,46.0,0.21571085164343443,-0.010499158965522537
0,46.0,0.3019574585683814,-0.007187784208878744
0,46.0,0.22833870474923082,-0.009201813105960618
0,46.0,-0.38340902052344417,0.005875257081792864
0,46.0,0.3676574358067781,-0.006087921543844259
0,47.0,0.26388638503917883,-0.007678585988674205
0,47.0,0.21747145460664855,-0.010348389894819033
0,47.0,0.25917725640536493,-0.007176189104916423
0,47.0,0.26681569886746603,-0.009051034752575675
0,47.0,0.351034971415126,-0.006057920861564235
0,47.0,0.3275091983047291,-0.006199549518905153
0,47.0,0.4306484861415715,-0.005728897218827411
0,47.0,0.18615118469704073,-0.010426032091312622
0,47.0,0.21235812623940986,-0.010004309123362986
0,47.0,0.36309886092665766,-0.006073266560111667
0,48.0,-0.27890091067603007,0.011344349679325808
0,48.0,-0.34443825797875277,0.010647476314031104
0,48.0,-0.29721421892089583,0.01194115211749532
0,48.0,-0.28961397274830175,0.012193308381575842
0,48.0,0.23844896993419556,-0.013594739423826942
0,48.0,0.37012354319726165,-0.0057142810022165706
0,48.0,-0.3052378234268407,0.012151203407156844
0,48.0,0.32750022470500695,-0.01061031324391279
0,48.0,0.22008701298823943,-0.008397237548379127
0,48.0,0.32879012996195767,-0.009434463310907554
0,49.0,-0.28982562763303055,0.011646371450886584
0,49.0,0.323417789430345,-0.010766761327915453
0,49.0,-0.31215004239431493,0.010537905084983083
0,49.0,0.28606020205546423,-0.011387655506303627
0,49.0,0.2552544365929631,-0.012149662474301664
0,49.0,0.36336890919266857,-0.008823838114766443
0,49.0,0.2845838948035818,-0.012536963418728243
0,49.0,-0.29204058204941563,0.011201819692625556
0,49.0,0.316544795252533,-0.010074537265512218
0,49.0,-0.28960159101957605,0.012602543950288852
0,50.0,-0.2884160840195933,0.011439108988901535
0,50.0,-0.2766883421627267,0.012994600992480492
0,50.0,0.3027069840255728,-0.009976667917213865
0,50.0,0.2605262146033729,-0.013233607032155838
0,50.0,-0.2915039655877162,0.01199443286765247
0,50.0,-0.26980404769560956,0.011538145953247328
0,50.0,-0.2759346323819653,0.009928775377280468
0,50.0,0.3546175071541279,-0.007786907011109944
0,50.0,-0.2827113486960717,0.01252837685605838
0,50.0,0.33221615141275734,-0.00905373744155865
0,51.0,0.3431180162832971,-0.008592386067692208
0,51.0,-0.295030624973491,0.012343442547088596
0,51.0,0.42963731781309256,-0.008419937864482595
0,51.0,0.38749740191529464,-0.00855987088740695
0,51.0,0.30805774603893765,-0.009954466869084584
0,51.0,-0.313827432562609,0.010815931151836457
0,51.0,0.26265950696124474,-0.012498327751371599
0,51.0,-0.317587891184414,0.00853838426721766
0,51.0,0.29424997685770016,-0.010788485642662004
0,51.0,0.26757416086083263,-0.009986719886772825
0,52.0,0.33745381811070585,-0.008921973507542032
0,52.0,-0.3037224140598699,0.011323480852562209
0,52.0,-0.2806823482258979,0.01091412261241581
0,52.0,-0.29555625479579056,0.010125077683421899
0,52.0,0.279764015547828,-0.01252480835132582
0,52.0,0.37335155567922484,-0.009968690416111637
0,52.0,0.3468594240932802,-0.008803096379418025
0,52.0,0.3405611454031033,-0.011810807327261655
0,52.0,0.24803841214577815,-0.01384114390730722
0,52.0,0.30803223000228275,-0.009389594187598438
0,53.0,0.2734720863946674,-0.011092988671562765
0,53.0,-0.2775626452908829,0.01311110075275518
0,53.0,-0.3056062998091309,0.01234855501906133
0,53.0,0.29706916965260144,-0.01045281366146482
0,53.0,0.3090210382764739,-0.011271436551326331
0,53.0,0.27464265722918124,-0.011838155159227187
0,53.0,0.29952072833507704,-0.011698851480588095
0,53.0,0.3565560160518827,-0.008406143301974086
0,53.0,0.3252310524446618,-0.010380460188091634
0,53.0,-0.32831929221540446,0.011619771943985554
0,54.0,0.290939665313128,-0.012808825761445557
0,54.0,0.36967444510701575,-0.008998439373742555
0,54.0,0.27437890924825803,-0.00996469926872837
0,54.0,-0.294552274801117,0.012615505874564562
0,54.0,-0.26373408754257477,0.011814994481782099
0,54.0,0.28390700319973394,-0.012599448002586267
0,54.0,-0.24470688920018874,0.012994850597888068
0,54.0,0.2233717007568563,-0.014968242841993907
0,54.0,-0.2699067587990688,0.0129734974452048
0,54.0,-0.3501333975252554,0.01104798831518508
0,55.0,0.30954868491762316,-0.010544334942787116
0,55.0,0.30462413862900556,-0.008672969618560386
0,55.0,0.32381871647767524,-0.008056866300428355
0,55.0,0.4213573724619971,-0.008308690862541351
0,55.0,0.3010739209678101,-0.011472097281631111
0,55.0,-0.25780613776151373,0.012950529395715425
0,55.0,-0.24835938130299262,0.013725830700776594
0,55.0,-0.2615150365717419,0.013352147049516462
0,55.0,0.29879010479535223,-0.009637534940038384
0,55.0,0.3211891669333312,-0.009418425851020866
0,56.0,-0.2521070927638789,0.009695788984480307
0,56.0,0.27474916479471734,-0.008385750749009786
0,56.0,0.3706682776127751,-0.007054005410740891
0,56.0,0.2728043183666046,-0.009655001088308475
0,56.0,0.31232847644309697,-0.007445634974572499
0,56.0,-0.2317662689041342,0.01084434171339167
0,56.0,-0.38876947507591675,0.006035429062278325
0,56.0,0.2713998385485258,-0.009560290042534374
0,56.0,0.3263696898298244,-0.007886368452383696
0,56.0,0.34331199148896263,-0.007423352314841144
0,57.0,0.2620320080011448,-0.009027086215654397
0,57.0,0.2567864980197073,-0.010218485999188204
0,57.0,0.24402167656001358,-0.010192450365523957
0,57.0,0.26394914817599485,-0.010390264049912726
0,57.0,0.2856133909569317,-0.008358015246352088
0,57.0,0.2583948182235144,-0.009887159184154032
0,57.0,0.23323756729224318,-0.010395439965449796
0,57.0,0.25814156844713465,-0.010095549186341285
0,57.0,0.26381202136465853,-0.010170234629558078
0,57.0,-0.30215207679175565,0.00755173160181764
0,58.0,0.27374205131295637,-0.009358946073361608
0,58.0,-0.2207770339472686,0.010428355335852625
0,58.0,-0.2410489185530498,0.010263399032886599
0,58.0,0.25408944218959484,-0.008928828754374112
0,58.0,0.2565929948021902,-0.009805874080722539
0,58.0,-0.24975733254583887,0.009639048928903247
0,58.0,0.31503846267143526,-0.00944695509279412
0,58.0,0.2783527239310576,-0.00991066961071411
0,58.0,0.2966014827056276,-0.007639443189917574
0,58.0,-0.2915947877779438,0.008724845003644125
0,59.0,0.3232280937427612,-0.006555072714584489
0,59.0,0.28359186041916196,-0.009450079130189026
0,59.0,0.3781633453097576,-0.006207527731299847
0,59.0,-0.27316372750956214,0.008798472994876915
0,59.0,0.24479147520743283,-0.010099944134437853
0,59.0,0.2574032660651341,-0.007868666040128525
0,59.0,0.289901467422197,-0.009662893963625734
