,Bit-length,beta,gamma
0,59.0,0.2819352318978525,-0.008732037470812623
0,59.0,0.3196203420511659,-0.009477793362588808
0,59.0,0.2728564678081696,-0.009709623543148934
0,60.0,-0.22619022991729854,0.010805851713896593
0,60.0,0.31422690104238127,-0.006685320004269867
0,60.0,-0.2584364265511881,0.010333309588610964
0,60.0,0.22479535693362884,-0.010705791912270762
0,60.0,0.25082902586125555,-0.009664316731725232
0,60.0,-0.29009975573815555,0.009002943535156693
0,60.0,0.2757204378752649,-0.008178861974633325
0,60.0,0.25238070514216104,-0.010040098378434989
0,60.0,0.3747267965497969,-0.0060834289613149305
0,60.0,-0.28324489154874327,0.009999018494687312
0,61.0,0.2594238572640299,-0.009378946292004694
0,61.0,0.27052944927128636,-0.008875623508347644
0,61.0,0.30238754443766536,-0.00874106833626143
0,61.0,0.3080721050608759,-0.007283550523219105
0,61.0,0.3304654958186396,-0.007082747207870067
0,61.0,-0.29481708361887565,0.010208930427316654
0,61.0,0.36771727060524756,-0.006485121482271762
0,61.0,-0.3067806772556023,0.007063395579450679
0,61.0,0.28646806074590037,-0.00830124598184181
0,61.0,0.3158174032324736,-0.0077433037266867516
0,62.0,0.27729961586813123,-0.009817403172067286
0,62.0,0.3934371189683523,-0.006012608887181455
0,62.0,0.3070535253577224,-0.008832680869015064
0,62.0,0.28821170132098883,-0.009970605335789386
0,62.0,0.31431987742570205,-0.006821574416430676
0,62.0,0.29674960583754884,-0.008532491216341292
0,62.0,-0.2573180401307356,0.009166619700846979
0,62.0,0.2844912164298381,-0.009004969681734101
0,62.0,0.2975049418632163,-0.007752875173363332
0,62.0,0.33887248103736767,-0.007575491089032015
0,63.0,0.32806130685355966,-0.006803085380419027
0,63.0,0.2758144330549052,-0.009952969652651316
0,63.0,0.3000024629890638,-0.011616553145040943
0,63.0,0.2422546592273886,-0.011166285000720116
0,63.0,0.2328466083164616,-0.010463562915682435
0,63.0,0.23837574790450886,-0.010904000554967201
0,63.0,0.3293337924942217,-0.008841297302804769
0,63.0,-0.3035117195307052,0.009388035561532771
0,63.0,0.34093742236866287,-0.007982336519619444
0,63.0,0.2976950661716602,-0.009713709506638198
0,64.0,0.3088576670055029,-0.008788086173423828
0,64.0,0.31155677669622595,-0.009047219546853322
0,64.0,0.30301213404083516,-0.009540139870739584
0,64.0,0.26143856581263786,-0.01227400605505773
0,64.0,0.26444023340544015,-0.011925384650178478
0,64.0,0.28083195939095895,-0.00991988301096772
0,64.0,0.3349347560567246,-0.009338679689118671
0,64.0,0.29965487071789365,-0.010328319651157682
0,64.0,0.3141940873655283,-0.009568637259448832
0,64.0,0.2672178324647788,-0.011443231609070363
