,Bit-length,Lattice Dimension,N,l,c,|b_op - t|^2,P(b_op),|v_best - t|^2,P(v_best),P(|v_new - t|^2 < |b_op - t|^2),P(|v_new - t|^2 > |b_op - t|^2),E[|v_new - t|^2],Pre-training Bit-length
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.0038999999999999035,5.0990195135927845,0.0039,0.0,0.9961000000000001,43.99588742098748,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.20279999999999998,7.810249675906654,0.2028,0.0,0.7972,34.403209310016145,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,19.0,1.0,3.0,21.77154105707724,0.08289999999999997,21.77154105707724,0.0829,0.0,0.9171,27.805029349822302,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,5.0,2.0,23.0,1.0,3.0,11.224972160321824,0.01419999999999999,11.224972160321824,0.0142,0.0,0.9858,32.59046338447584,25.0
0,5.0,2.0,29.0,1.0,3.0,9.899494936611665,0.3588,9.899494936611665,0.3588,0.0,0.6412,27.75186406186085,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,31.0,1.0,3.0,16.61324772583615,0.21840000000000004,16.61324772583615,0.2184,0.0,0.7816,25.453856625970893,25.0
0,5.0,2.0,17.0,1.0,3.0,18.411952639521967,0.07530000000000003,18.411952639521967,0.0753,0.0,0.9247,29.506601631513977,25.0
0,6.0,2.0,53.0,1.0,3.0,11.916375287812984,0.4153,11.916375287812984,0.4153,0.0,0.5847,25.11366494403752,25.0
0,6.0,2.0,41.0,1.0,3.0,18.49324200890693,0.3273999999999999,18.49324200890693,0.3274,0.0,0.6726000000000001,27.458457777597843,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,61.0,1.0,3.0,20.273134932713294,0.16880000000000006,20.273134932713294,0.1688,0.0,0.8311999999999999,28.3753940850502,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,61.0,1.0,3.0,20.273134932713294,0.16880000000000006,20.273134932713294,0.1688,0.0,0.8311999999999999,28.3753940850502,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,53.0,1.0,3.0,11.916375287812984,0.4153,11.916375287812984,0.4153,0.0,0.5847,25.11366494403752,25.0
0,6.0,2.0,43.0,1.0,3.0,11.224972160321824,0.23310000000000008,11.224972160321824,0.2331,0.0,0.7668999999999999,31.512070601622124,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,61.0,1.0,3.0,20.273134932713294,0.16880000000000006,20.273134932713294,0.1688,0.0,0.8311999999999999,28.3753940850502,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,47.0,1.0,3.0,13.601470508735444,0.02870000000000006,13.601470508735444,0.0287,0.0,0.9712999999999999,31.413110467651933,25.0
0,6.0,2.0,41.0,1.0,3.0,18.49324200890693,0.3273999999999999,18.49324200890693,0.3274,0.0,0.6726000000000001,27.458457777597843,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,53.0,1.0,3.0,11.916375287812984,0.4153,11.916375287812984,0.4153,0.0,0.5847,25.11366494403752,25.0
0,6.0,2.0,53.0,1.0,3.0,11.916375287812984,0.4153,11.916375287812984,0.4153,0.0,0.5847,25.11366494403752,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,43.0,1.0,3.0,11.224972160321824,0.23310000000000008,11.224972160321824,0.2331,0.0,0.7668999999999999,31.512070601622124,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,43.0,1.0,3.0,11.224972160321824,0.23310000000000008,11.224972160321824,0.2331,0.0,0.7668999999999999,31.512070601622124,25.0
0,6.0,2.0,43.0,1.0,3.0,11.224972160321824,0.23310000000000008,11.224972160321824,0.2331,0.0,0.7668999999999999,31.512070601622124,25.0
0,6.0,2.0,61.0,1.0,3.0,20.273134932713294,0.16880000000000006,20.273134932713294,0.1688,0.0,0.8311999999999999,28.3753940850502,25.0
0,6.0,2.0,41.0,1.0,3.0,18.49324200890693,0.3273999999999999,18.49324200890693,0.3274,0.0,0.6726000000000001,27.458457777597843,25.0
0,6.0,2.0,41.0,1.0,3.0,18.49324200890693,0.3273999999999999,18.49324200890693,0.3274,0.0,0.6726000000000001,27.458457777597843,25.0
0,6.0,2.0,41.0,1.0,3.0,18.49324200890693,0.3273999999999999,18.49324200890693,0.3274,0.0,0.6726000000000001,27.458457777597843,25.0
0,6.0,2.0,43.0,1.0,3.0,11.224972160321824,0.23310000000000008,11.224972160321824,0.2331,0.0,0.7668999999999999,31.512070601622124,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,61.0,1.0,3.0,20.273134932713294,0.16880000000000006,20.273134932713294,0.1688,0.0,0.8311999999999999,28.3753940850502,25.0
0,6.0,2.0,41.0,1.0,3.0,18.49324200890693,0.3273999999999999,18.49324200890693,0.3274,0.0,0.6726000000000001,27.458457777597843,25.0
0,6.0,2.0,47.0,1.0,3.0,13.601470508735444,0.02870000000000006,13.601470508735444,0.0287,0.0,0.9712999999999999,31.413110467651933,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,47.0,1.0,3.0,13.601470508735444,0.02870000000000006,13.601470508735444,0.0287,0.0,0.9712999999999999,31.413110467651933,25.0
0,6.0,2.0,37.0,1.0,3.0,6.4031242374328485,0.3336,6.4031242374328485,0.3336,0.0,0.6664,26.505160536046994,25.0
0,6.0,2.0,43.0,1.0,3.0,11.224972160321824,0.23310000000000008,11.224972160321824,0.2331,0.0,0.7668999999999999,31.512070601622124,25.0
0,6.0,2.0,53.0,1.0,3.0,11.916375287812984,0.4153,11.916375287812984,0.4153,0.0,0.5847,25.11366494403752,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,47.0,1.0,3.0,13.601470508735444,0.02870000000000006,13.601470508735444,0.0287,0.0,0.9712999999999999,31.413110467651933,25.0
0,6.0,2.0,59.0,1.0,3.0,19.0,0.3740999999999999,19.0,0.3741,0.0,0.6259000000000001,25.709621257698277,25.0
0,6.0,2.0,53.0,1.0,3.0,11.916375287812984,0.4153,11.916375287812984,0.4153,0.0,0.5847,25.11366494403752,25.0
0,6.0,2.0,61.0,1.0,3.0,20.273134932713294,0.16880000000000006,20.273134932713294,0.1688,0.0,0.8311999999999999,28.3753940850502,25.0
