,Bit-length,Lattice Dimension,N,l,c,|b_op - t|^2,P(b_op),|v_best - t|^2,P(v_best),P(|v_new - t|^2 < |b_op - t|^2),P(|v_new - t|^2 > |b_op - t|^2),E[|v_new - t|^2]
0,23.0,5.0,5210141.0,1.0,3.0,7.810249675906654,0.3799999999999999,7.810249675906654,0.38,0.0,0.6200000000000001,9.347256212301525
0,23.0,5.0,4900031.0,1.0,3.0,8.18535277187245,0.2649999999999998,8.18535277187245,0.265,0.0,0.7350000000000002,9.239062225006007
0,23.0,5.0,8204167.0,1.0,3.0,9.273618495495704,0.19399999999999995,8.366600265340756,0.2,0.2,0.6060000000000001,9.75979736170667
0,23.0,5.0,7656133.0,1.0,3.0,8.18535277187245,0.22099999999999975,8.18535277187245,0.221,0.0,0.7790000000000002,9.940224006009139
0,23.0,5.0,6174299.0,1.0,3.0,8.0,0.31299999999999983,8.0,0.313,0.0,0.6870000000000002,9.21572286553025
0,23.0,5.0,6167023.0,1.0,3.0,7.874007874011811,0.30699999999999983,7.874007874011811,0.307,0.0,0.6930000000000002,9.302906431435089
0,23.0,5.0,6358571.0,1.0,3.0,8.12403840463596,0.18999999999999972,7.615773105863909,0.307,0.307,0.5030000000000002,9.160311163601417
0,23.0,5.0,7150223.0,1.0,3.0,8.306623862918075,0.03199999999999936,8.306623862918075,0.032,0.0,0.9680000000000006,11.432409597933157
0,23.0,5.0,6199327.0,1.0,3.0,8.18535277187245,0.10299999999999998,8.18535277187245,0.103,0.0,0.897,8.804759727069213
0,23.0,5.0,5447417.0,1.0,3.0,7.810249675906654,0.1569999999999997,7.810249675906654,0.157,0.0,0.8430000000000003,9.790393191667746
0,23.0,5.0,7836649.0,1.0,3.0,7.937253933193772,0.4959999999999999,7.937253933193772,0.496,0.0,0.5040000000000001,9.564390532485286
0,23.0,5.0,4566797.0,1.0,3.0,7.0710678118654755,0.3739999999999999,7.0710678118654755,0.374,0.0,0.6260000000000001,9.03109113446361
0,23.0,5.0,4815053.0,1.0,3.0,9.055385138137417,0.10799999999999976,8.426149773176359,0.137,0.137,0.7550000000000002,9.91779552947482
0,23.0,5.0,4947431.0,1.0,3.0,7.681145747868608,0.24799999999999978,7.681145747868608,0.248,0.0,0.7520000000000002,9.943926258033471
0,23.0,5.0,4400687.0,1.0,3.0,8.366600265340756,0.29799999999999993,8.366600265340756,0.298,0.0,0.7020000000000001,9.23435323245329
0,23.0,5.0,6000773.0,1.0,3.0,8.602325267042627,0.1709999999999997,8.602325267042627,0.171,0.0,0.8290000000000003,9.674156766136386
0,23.0,5.0,5023159.0,1.0,3.0,7.937253933193772,0.24799999999999978,7.937253933193772,0.248,0.0,0.7520000000000002,9.286116246326728
0,23.0,5.0,5877187.0,1.0,3.0,7.280109889280518,0.5119999999999999,7.280109889280518,0.512,0.0,0.4880000000000001,9.058070254032886
0,23.0,5.0,8229619.0,1.0,3.0,7.416198487095663,0.5309999999999999,7.416198487095663,0.531,0.0,0.46900000000000014,9.09247172156698
0,23.0,5.0,6832367.0,1.0,3.0,8.18535277187245,0.1539999999999997,8.18535277187245,0.154,0.0,0.8460000000000003,9.639533335842279
0,23.0,5.0,6348763.0,1.0,3.0,7.280109889280518,0.35499999999999987,7.280109889280518,0.355,0.0,0.6450000000000001,9.116500511627242
0,23.0,5.0,8216437.0,1.0,3.0,7.615773105863909,0.5929999999999999,7.615773105863909,0.593,0.0,0.40700000000000014,9.010143380806923
0,23.0,5.0,4355647.0,1.0,3.0,6.782329983125268,0.34099999999999986,6.782329983125268,0.341,0.0,0.6590000000000001,9.04199226160265
0,23.0,5.0,5740417.0,1.0,3.0,8.660254037844387,0.19799999999999973,8.660254037844387,0.198,0.0,0.8020000000000003,9.962779789162498
0,23.0,5.0,5628127.0,1.0,3.0,8.774964387392123,0.2599999999999998,8.774964387392123,0.26,0.0,0.7400000000000002,9.603368278902849
0,23.0,5.0,4483399.0,1.0,3.0,8.12403840463596,0.31299999999999983,8.12403840463596,0.313,0.0,0.6870000000000002,9.12388662654536
0,23.0,5.0,7229939.0,1.0,3.0,8.0,0.18399999999999983,8.0,0.184,0.0,0.8160000000000002,9.229698385616116
0,23.0,5.0,4968347.0,1.0,3.0,7.14142842854285,0.33599999999999985,7.14142842854285,0.336,0.0,0.6640000000000001,9.579928796221562
0,23.0,5.0,7439543.0,1.0,3.0,8.888194417315589,0.2699999999999999,8.831760866327848,0.109,0.109,0.6210000000000001,9.638931230891908
0,23.0,5.0,5496481.0,1.0,3.0,8.366600265340756,0.11099999999999988,8.18535277187245,0.147,0.147,0.7420000000000001,9.811200377349467
0,23.0,5.0,4502591.0,1.0,3.0,8.888194417315589,0.08099999999999974,8.602325267042627,0.104,0.104,0.8150000000000003,10.102296388932858
0,23.0,5.0,4775143.0,1.0,3.0,9.591663046625438,0.07499999999999996,8.94427190999916,0.123,0.474,0.4510000000000001,9.804995540933456
0,23.0,5.0,5781439.0,1.0,3.0,8.246211251235321,0.33799999999999997,8.06225774829855,0.118,0.118,0.544,8.842990972009337
0,23.0,5.0,4232131.0,1.0,3.0,7.280109889280518,0.19999999999999973,7.280109889280518,0.2,0.0,0.8000000000000003,9.042418115946159
0,23.0,5.0,5178193.0,1.0,3.0,6.6332495807108,0.2599999999999998,6.6332495807108,0.26,0.0,0.7400000000000002,9.94318014342279
0,23.0,5.0,7845623.0,1.0,3.0,8.12403840463596,0.3619999999999999,8.12403840463596,0.362,0.0,0.6380000000000001,9.637149288695447
0,23.0,5.0,7515929.0,1.0,3.0,8.306623862918075,0.14199999999999968,8.306623862918075,0.142,0.0,0.8580000000000003,10.17710613005038
0,23.0,5.0,5081777.0,1.0,3.0,6.855654600401044,0.22999999999999987,6.855654600401044,0.23,0.0,0.7700000000000001,8.837383635983548
0,23.0,5.0,6242387.0,1.0,3.0,7.745966692414834,0.5099999999999998,7.745966692414834,0.51,0.0,0.4900000000000002,9.240321256564895
0,23.0,5.0,6566701.0,1.0,3.0,8.18535277187245,0.42199999999999993,8.18535277187245,0.422,0.0,0.5780000000000001,9.283853056647343
0,23.0,5.0,5409323.0,1.0,3.0,7.937253933193772,0.42799999999999994,7.937253933193772,0.428,0.0,0.5720000000000001,9.003068474442461
0,23.0,5.0,6474973.0,1.0,3.0,6.6332495807108,0.6269999999999999,6.6332495807108,0.627,0.0,0.3730000000000001,8.335228339937904
0,23.0,5.0,6953783.0,1.0,3.0,7.681145747868608,0.3819999999999999,7.681145747868608,0.382,0.0,0.6180000000000001,9.20756766098945
0,23.0,5.0,6262849.0,1.0,3.0,8.602325267042627,0.353,8.602325267042627,0.353,0.0,0.647,9.348892707220038
0,23.0,5.0,8128217.0,1.0,3.0,6.782329983125268,0.46299999999999986,6.782329983125268,0.463,0.0,0.5370000000000001,9.013789075579117
0,23.0,5.0,8022323.0,1.0,3.0,9.38083151964686,0.15899999999999992,8.54400374531753,0.316,0.479,0.3620000000000001,9.508775118990515
0,24.0,5.0,10143589.0,1.0,3.0,7.3484692283495345,0.29599999999999993,7.3484692283495345,0.296,0.0,0.7040000000000001,9.518798731025655
0,24.0,5.0,9406003.0,1.0,3.0,7.483314773547883,0.4129999999999999,7.483314773547883,0.413,0.0,0.5870000000000001,9.112604045364204
0,24.0,5.0,12107939.0,1.0,3.0,8.366600265340756,0.19899999999999973,8.366600265340756,0.199,0.0,0.8010000000000003,9.728019917467106
0,24.0,5.0,15704833.0,1.0,3.0,8.831760866327848,0.2529999999999998,8.831760866327848,0.157,0.0,0.7470000000000002,10.425553072085885
0,24.0,5.0,9221951.0,1.0,3.0,7.0710678118654755,0.2829999999999998,7.0710678118654755,0.283,0.0,0.7170000000000002,8.986327440424976
0,24.0,5.0,13041767.0,1.0,3.0,8.12403840463596,0.20099999999999973,8.12403840463596,0.201,0.0,0.7990000000000003,10.283030959353793
0,24.0,5.0,16189669.0,1.0,3.0,7.615773105863909,0.3049999999999998,7.615773105863909,0.305,0.0,0.6950000000000002,9.460906372479606
0,24.0,5.0,11329421.0,1.0,3.0,7.810249675906654,0.6179999999999999,7.810249675906654,0.618,0.0,0.3820000000000001,8.848546674187437
0,24.0,5.0,11855593.0,1.0,3.0,8.306623862918075,0.1449999999999998,8.18535277187245,0.141,0.141,0.7140000000000002,9.727342839030516
0,24.0,5.0,12606541.0,1.0,3.0,8.48528137423857,0.19299999999999973,8.48528137423857,0.193,0.0,0.8070000000000003,10.068295909382188
0,24.0,5.0,13904153.0,1.0,3.0,8.12403840463596,0.33899999999999997,7.937253933193772,0.132,0.132,0.529,9.721359676811092
0,24.0,5.0,12261211.0,1.0,3.0,8.18535277187245,0.12399999999999978,8.18535277187245,0.124,0.0,0.8760000000000002,10.20558958696382
0,24.0,5.0,10510273.0,1.0,3.0,8.246211251235321,0.1759999999999997,8.246211251235321,0.176,0.0,0.8240000000000003,10.128038003424932
0,24.0,5.0,8730287.0,1.0,3.0,6.855654600401044,0.4849999999999999,6.855654600401044,0.485,0.0,0.5150000000000001,9.150440373364445
0,24.0,5.0,16642837.0,1.0,3.0,8.12403840463596,0.4099999999999999,8.12403840463596,0.41,0.0,0.5900000000000001,9.099635786574858
0,24.0,5.0,12458029.0,1.0,3.0,7.416198487095663,0.5139999999999999,7.416198487095663,0.514,0.0,0.4860000000000001,9.233525355217562
0,24.0,5.0,8491033.0,1.0,3.0,9.219544457292887,0.10299999999999987,8.717797887081348,0.092,0.255,0.6420000000000001,10.136617722968833
0,24.0,5.0,14944841.0,1.0,3.0,8.602325267042627,0.2669999999999998,8.602325267042627,0.267,0.0,0.7330000000000002,9.617991192560938
0,24.0,5.0,13536143.0,1.0,3.0,7.681145747868608,0.19999999999999973,7.681145747868608,0.2,0.0,0.8000000000000003,10.187599241534745
0,24.0,5.0,16703419.0,1.0,3.0,8.888194417315589,0.22399999999999975,8.888194417315589,0.224,0.0,0.7760000000000002,9.872953322230163
0,24.0,5.0,8995837.0,1.0,3.0,8.717797887081348,0.1609999999999997,8.717797887081348,0.161,0.0,0.8390000000000003,9.942905949995087
0,24.0,5.0,10338241.0,1.0,3.0,7.280109889280518,0.3699999999999999,7.280109889280518,0.37,0.0,0.6300000000000001,9.430145035549137
0,24.0,5.0,10896911.0,1.0,3.0,7.615773105863909,0.43399999999999994,7.615773105863909,0.434,0.0,0.5660000000000001,8.733470470037329
0,24.0,5.0,12693019.0,1.0,3.0,7.874007874011811,0.6079999999999999,7.874007874011811,0.32,0.0,0.3920000000000001,9.153845422469994
0,24.0,5.0,8892727.0,1.0,3.0,7.615773105863909,0.21099999999999985,7.615773105863909,0.211,0.0,0.7890000000000001,8.440648843629516
0,24.0,5.0,13121729.0,1.0,3.0,9.0,0.31399999999999983,9.0,0.182,0.0,0.6860000000000002,10.393681491361075
0,24.0,5.0,16388789.0,1.0,3.0,9.591663046625438,0.1609999999999998,9.055385138137417,0.103,0.103,0.7360000000000002,10.129370474384327
0,24.0,5.0,16317619.0,1.0,3.0,7.681145747868608,0.261,7.681145747868608,0.261,0.0,0.739,9.444458355771516
0,24.0,5.0,9979727.0,1.0,3.0,7.615773105863909,0.5509999999999999,7.615773105863909,0.551,0.0,0.44900000000000007,8.981380860538557
0,24.0,5.0,14449931.0,1.0,3.0,8.602325267042627,0.09099999999999997,8.54400374531753,0.433,0.433,0.4760000000000001,8.996043097208277
0,24.0,5.0,11705713.0,1.0,3.0,9.486832980505138,0.10299999999999998,8.48528137423857,0.197,0.197,0.7000000000000001,9.996272286280966
0,24.0,5.0,14059139.0,1.0,3.0,8.602325267042627,0.2729999999999998,8.602325267042627,0.273,0.0,0.7270000000000002,9.777984011012489
0,24.0,5.0,8866079.0,1.0,3.0,7.416198487095663,0.35499999999999987,7.416198487095663,0.355,0.0,0.6450000000000001,9.178095146295263
0,24.0,5.0,11806423.0,1.0,3.0,8.306623862918075,0.14099999999999968,8.306623862918075,0.141,0.0,0.8590000000000003,9.898438249213033
0,24.0,5.0,9572873.0,1.0,3.0,8.366600265340756,0.17999999999999972,8.366600265340756,0.18,0.0,0.8200000000000003,9.920881201150598
0,24.0,5.0,13877971.0,1.0,3.0,7.416198487095663,0.21799999999999975,7.416198487095663,0.218,0.0,0.7820000000000003,10.118063156518598
0,24.0,5.0,12181699.0,1.0,3.0,7.745966692414834,0.33299999999999985,7.745966692414834,0.333,0.0,0.6670000000000001,9.4931064495672
0,24.0,5.0,11746979.0,1.0,3.0,7.54983443527075,0.3629999999999999,7.54983443527075,0.363,0.0,0.6370000000000001,9.796318439103597
0,24.0,5.0,11655913.0,1.0,3.0,7.3484692283495345,0.2779999999999998,7.3484692283495345,0.278,0.0,0.7220000000000002,9.835236879516989
0,24.0,5.0,9978827.0,1.0,3.0,7.615773105863909,0.5509999999999999,7.615773105863909,0.551,0.0,0.44900000000000007,8.981380860538557
0,24.0,5.0,11251349.0,1.0,3.0,9.273618495495704,0.1369999999999998,9.1104335791443,0.114,0.114,0.7490000000000002,9.96725875547889
0,24.0,5.0,15284707.0,1.0,3.0,7.483314773547883,0.44899999999999984,7.483314773547883,0.449,0.0,0.5510000000000002,9.393657946656736
0,24.0,5.0,14839543.0,1.0,3.0,8.06225774829855,0.23899999999999977,8.06225774829855,0.239,0.0,0.7610000000000002,9.902972317265194
0,24.0,5.0,14201807.0,1.0,3.0,7.810249675906654,0.6179999999999999,7.810249675906654,0.618,0.0,0.3820000000000001,9.08190356253354
0,24.0,5.0,12830437.0,1.0,3.0,8.06225774829855,0.2979999999999998,8.06225774829855,0.298,0.0,0.7020000000000002,10.236173982697203
0,24.0,5.0,9227731.0,1.0,3.0,6.855654600401044,0.46499999999999997,6.855654600401044,0.465,0.0,0.535,8.822865261565877
0,24.0,5.0,15335011.0,1.0,3.0,8.660254037844387,0.567,8.660254037844387,0.567,0.0,0.433,9.14288852388897
0,24.0,5.0,10666729.0,1.0,3.0,8.306623862918075,0.11199999999999988,8.306623862918075,0.112,0.0,0.8880000000000001,9.810799117009022
0,24.0,5.0,9996709.0,1.0,3.0,8.602325267042627,0.041999999999999815,8.366600265340756,0.184,0.184,0.7740000000000002,10.596737737969791
0,24.0,5.0,14296589.0,1.0,3.0,8.246211251235321,0.23599999999999977,8.246211251235321,0.236,0.0,0.7640000000000002,10.041677529997866
0,25.0,5.0,23230541.0,1.0,3.0,7.211102550927978,0.4099999999999999,7.211102550927978,0.41,0.0,0.5900000000000001,9.370092779736789
0,25.0,5.0,30279383.0,1.0,3.0,8.717797887081348,0.21599999999999986,8.717797887081348,0.216,0.0,0.7840000000000001,10.064384469412023
0,25.0,5.0,33227771.0,1.0,3.0,8.366600265340756,0.367,8.366600265340756,0.367,0.0,0.633,9.721483650791217
0,25.0,5.0,23923591.0,1.0,3.0,8.660254037844387,0.1599999999999998,8.660254037844387,0.16,0.0,0.8400000000000002,9.948541515357324
0,25.0,5.0,17604721.0,1.0,3.0,8.12403840463596,0.4069999999999999,8.12403840463596,0.407,0.0,0.5930000000000001,9.460215779728852
0,25.0,5.0,28023007.0,1.0,3.0,8.54400374531753,0.24199999999999988,8.54400374531753,0.242,0.0,0.7580000000000001,9.986130459774387
0,25.0,5.0,18075713.0,1.0,3.0,7.937253933193772,0.6279999999999999,7.937253933193772,0.628,0.0,0.3720000000000001,8.892816397568321
0,25.0,5.0,17037743.0,1.0,3.0,9.055385138137417,0.34699999999999986,8.774964387392123,0.126,0.235,0.41800000000000015,9.662765186240476
0,25.0,5.0,18670853.0,1.0,3.0,8.717797887081348,0.16599999999999981,8.717797887081348,0.166,0.0,0.8340000000000002,9.768375758494804
0,25.0,5.0,24547139.0,1.0,3.0,8.888194417315589,0.2799999999999998,8.888194417315589,0.156,0.0,0.7200000000000002,10.140517364802347
0,25.0,5.0,17850097.0,1.0,3.0,8.306623862918075,0.11999999999999988,8.306623862918075,0.12,0.0,0.8800000000000001,10.324081748192064
0,25.0,5.0,25903391.0,1.0,3.0,7.0,0.6679999999999999,7.0,0.668,0.0,0.3320000000000001,8.447428326999157
0,25.0,5.0,17844823.0,1.0,3.0,8.0,0.16499999999999992,8.0,0.165,0.0,0.8350000000000001,9.906798941877204
0,25.0,5.0,21013859.0,1.0,3.0,8.774964387392123,0.20699999999999974,8.774964387392123,0.207,0.0,0.7930000000000003,10.199090073245245
0,25.0,5.0,23554763.0,1.0,3.0,8.06225774829855,0.565,8.06225774829855,0.565,0.0,0.43500000000000005,9.20522879933483
0,25.0,5.0,30020603.0,1.0,3.0,9.1104335791443,0.13899999999999968,9.1104335791443,0.139,0.0,0.8610000000000003,10.603024815807109
0,25.0,5.0,22730941.0,1.0,3.0,8.602325267042627,0.1359999999999999,8.18535277187245,0.212,0.212,0.6520000000000001,9.939907684210933
0,25.0,5.0,29001803.0,1.0,3.0,7.280109889280518,0.37,7.280109889280518,0.37,0.0,0.63,9.839791868936553
0,25.0,5.0,18655423.0,1.0,3.0,8.717797887081348,0.16599999999999981,8.717797887081348,0.166,0.0,0.8340000000000002,9.768375758494804
0,25.0,5.0,23992693.0,1.0,3.0,8.12403840463596,0.23899999999999977,8.12403840463596,0.239,0.0,0.7610000000000002,10.021339316933815
0,25.0,5.0,17995777.0,1.0,3.0,9.273618495495704,0.1689999999999997,9.273618495495704,0.169,0.0,0.8310000000000003,10.184100201381321
0,25.0,5.0,33360209.0,1.0,3.0,8.774964387392123,0.3679999999999999,8.774964387392123,0.368,0.0,0.6320000000000001,9.880643630828393
0,25.0,5.0,22320391.0,1.0,3.0,8.366600265340756,0.4979999999999999,8.366600265340756,0.498,0.0,0.5020000000000001,9.50762335200079
0,25.0,5.0,19428757.0,1.0,3.0,7.280109889280518,0.23199999999999976,7.280109889280518,0.232,0.0,0.7680000000000002,10.555420168248208
0,25.0,5.0,32279911.0,1.0,3.0,7.745966692414834,0.32599999999999985,7.745966692414834,0.326,0.0,0.6740000000000002,9.766678820205412
0,25.0,5.0,28850363.0,1.0,3.0,8.306623862918075,0.6559999999999999,8.306623862918075,0.656,0.0,0.3440000000000001,9.014825465938694
0,25.0,5.0,27706361.0,1.0,3.0,7.483314773547883,0.2539999999999998,7.483314773547883,0.254,0.0,0.7460000000000002,10.21917763183285
0,25.0,5.0,31444547.0,1.0,3.0,9.219544457292887,0.33299999999999985,9.219544457292887,0.172,0.0,0.6670000000000001,10.181561317175698
0,25.0,5.0,29988991.0,1.0,3.0,8.94427190999916,0.1579999999999998,8.94427190999916,0.158,0.0,0.8420000000000002,10.084497991955137
0,25.0,5.0,20932939.0,1.0,3.0,8.774964387392123,0.08999999999999986,8.774964387392123,0.09,0.0,0.9100000000000001,10.385311474088981
0,25.0,5.0,24576289.0,1.0,3.0,8.602325267042627,0.4089999999999999,8.602325267042627,0.409,0.0,0.5910000000000001,10.0245748372556
0,25.0,5.0,17368423.0,1.0,3.0,8.06225774829855,0.42499999999999993,8.06225774829855,0.425,0.0,0.5750000000000001,9.24818581913759
0,25.0,5.0,19509793.0,1.0,3.0,8.602325267042627,0.1479999999999999,8.306623862918075,0.233,0.233,0.6190000000000001,9.46021180188058
0,25.0,5.0,21161489.0,1.0,3.0,8.366600265340756,0.3929999999999999,8.366600265340756,0.393,0.0,0.6070000000000001,9.338110530445666
0,25.0,5.0,20553979.0,1.0,3.0,8.12403840463596,0.3659999999999999,8.12403840463596,0.366,0.0,0.6340000000000001,10.020870834135089
0,25.0,5.0,33276337.0,1.0,3.0,8.660254037844387,0.21500000000000008,8.602325267042627,0.172,0.172,0.613,10.576970006904594
0,25.0,5.0,27158779.0,1.0,3.0,8.12403840463596,0.5019999999999999,8.12403840463596,0.502,0.0,0.4980000000000001,9.117149771131427
0,25.0,5.0,29025617.0,1.0,3.0,7.211102550927978,0.3909999999999998,7.211102550927978,0.391,0.0,0.6090000000000002,9.915999277231183
0,25.0,5.0,25907381.0,1.0,3.0,7.0,0.6679999999999999,7.0,0.668,0.0,0.3320000000000001,8.447428326999157
0,25.0,5.0,19842649.0,1.0,3.0,8.366600265340756,0.10399999999999987,8.366600265340756,0.104,0.0,0.8960000000000001,10.24295502011381
0,25.0,5.0,19390783.0,1.0,3.0,7.54983443527075,0.5289999999999999,7.54983443527075,0.529,0.0,0.4710000000000001,9.023717476080215
0,25.0,5.0,24315947.0,1.0,3.0,8.366600265340756,0.33599999999999985,8.366600265340756,0.336,0.0,0.6640000000000001,9.651410699271125
0,25.0,5.0,20497157.0,1.0,3.0,9.219544457292887,0.12999999999999978,9.0,0.083,0.083,0.7870000000000003,10.377398292139718
0,25.0,5.0,29547269.0,1.0,3.0,7.615773105863909,0.2659999999999998,7.615773105863909,0.266,0.0,0.7340000000000002,9.988048804888331
0,25.0,5.0,20680433.0,1.0,3.0,7.54983443527075,0.32699999999999985,7.54983443527075,0.327,0.0,0.6730000000000002,9.34404613702976
0,25.0,5.0,30832913.0,1.0,3.0,8.888194417315589,0.31299999999999983,8.888194417315589,0.313,0.0,0.6870000000000002,10.359311640237237
0,25.0,5.0,21404843.0,1.0,3.0,7.937253933193772,0.6569999999999999,7.937253933193772,0.657,0.0,0.3430000000000001,9.036298618518273
0,25.0,5.0,32481091.0,1.0,3.0,7.810249675906654,0.19399999999999973,7.810249675906654,0.194,0.0,0.8060000000000003,10.087062951825363
0,25.0,5.0,20551591.0,1.0,3.0,8.306623862918075,0.2769999999999998,8.306623862918075,0.277,0.0,0.7230000000000002,10.204895148558537
0,25.0,5.0,26541763.0,1.0,3.0,9.273618495495704,0.2489999999999999,8.831760866327848,0.104,0.104,0.6470000000000001,10.318576276039325
0,26.0,5.0,56545481.0,1.0,3.0,8.602325267042627,0.22799999999999976,8.602325267042627,0.228,0.0,0.7720000000000002,10.40737193755189
0,26.0,5.0,53701001.0,1.0,3.0,8.888194417315589,0.33099999999999996,8.888194417315589,0.331,0.0,0.669,9.687709314381353
0,26.0,5.0,41495593.0,1.0,3.0,8.306623862918075,0.16199999999999992,8.306623862918075,0.162,0.0,0.8380000000000001,10.097818126179167
0,26.0,5.0,38523439.0,1.0,3.0,9.486832980505138,0.1369999999999998,9.0,0.118,0.22299999999999998,0.6400000000000002,10.54208426232819
0,26.0,5.0,46104607.0,1.0,3.0,8.366600265340756,0.2949999999999998,8.366600265340756,0.295,0.0,0.7050000000000002,9.828640211406709
0,26.0,6.0,66049831.0,1.0,3.0,10.295630140987,0.052999999999999825,9.433981132056603,0.087,0.5710000000000001,0.3760000000000001,10.37696486065304
0,26.0,5.0,39835973.0,1.0,3.0,8.602325267042627,0.6219999999999999,8.602325267042627,0.4,0.0,0.37800000000000006,9.363787130705656
0,26.0,5.0,57602527.0,1.0,3.0,8.366600265340756,0.4099999999999999,8.366600265340756,0.41,0.0,0.5900000000000001,9.879243501781172
0,26.0,6.0,58710623.0,1.0,3.0,9.16515138991168,0.09699999999999964,9.16515138991168,0.097,0.0,0.9030000000000004,10.801323954250739
0,26.0,6.0,61858879.0,1.0,3.0,9.055385138137417,0.18999999999999972,9.055385138137417,0.19,0.0,0.8100000000000003,10.597216506945644
0,26.0,5.0,34032409.0,1.0,3.0,8.426149773176359,0.2789999999999999,8.426149773176359,0.279,0.0,0.7210000000000001,9.857061741615592
0,26.0,5.0,43829363.0,1.0,3.0,8.888194417315589,0.23599999999999988,8.888194417315589,0.236,0.0,0.7640000000000001,10.082686897892028
0,26.0,5.0,43907117.0,1.0,3.0,9.433981132056603,0.09899999999999987,9.1104335791443,0.445,0.6910000000000001,0.21000000000000005,9.49584117231278
0,26.0,5.0,36662309.0,1.0,3.0,9.0,0.45399999999999996,8.831760866327848,0.19,0.19,0.3560000000000001,9.883256360189495
0,26.0,5.0,34530577.0,1.0,3.0,8.366600265340756,0.598,8.366600265340756,0.598,0.0,0.402,9.02225205048156
0,26.0,5.0,33907987.0,1.0,3.0,8.246211251235321,0.4259999999999998,8.246211251235321,0.426,0.0,0.5740000000000002,9.770863172210033
0,26.0,5.0,53648033.0,1.0,3.0,9.055385138137417,0.139,9.055385138137417,0.139,0.0,0.861,9.942959841884521
0,26.0,6.0,58820057.0,1.0,3.0,8.94427190999916,0.19399999999999984,8.94427190999916,0.194,0.0,0.8060000000000002,10.222949112815506
0,26.0,5.0,56398679.0,1.0,3.0,8.660254037844387,0.24099999999999977,8.660254037844387,0.241,0.0,0.7590000000000002,10.03899302710286
0,26.0,6.0,66249583.0,1.0,3.0,9.539392014169456,0.06699999999999973,9.327379053088816,0.072,0.072,0.8610000000000003,10.774713320395309
0,26.0,5.0,35526571.0,1.0,3.0,7.810249675906654,0.2619999999999998,7.810249675906654,0.262,0.0,0.7380000000000002,9.436191610080702
0,26.0,5.0,41876509.0,1.0,3.0,9.16515138991168,0.09799999999999964,9.16515138991168,0.098,0.0,0.9020000000000004,10.860168467595324
0,26.0,6.0,62232727.0,1.0,3.0,9.695359714832659,0.1299999999999999,9.591663046625438,0.125,0.125,0.7450000000000001,10.529778359326192
0,26.0,5.0,38644381.0,1.0,3.0,8.602325267042627,0.21499999999999975,8.602325267042627,0.215,0.0,0.7850000000000003,10.550906161444885
0,26.0,5.0,51697253.0,1.0,3.0,7.3484692283495345,0.23599999999999977,7.3484692283495345,0.236,0.0,0.7640000000000002,10.366901271791436
0,26.0,5.0,40730017.0,1.0,3.0,7.0710678118654755,0.6269999999999999,7.0710678118654755,0.627,0.0,0.3730000000000001,8.673115500556031
0,26.0,5.0,43233149.0,1.0,3.0,8.888194417315589,0.42099999999999993,8.831760866327848,0.301,0.301,0.2780000000000001,9.43440911491201
0,26.0,5.0,54690431.0,1.0,3.0,8.426149773176359,0.47499999999999987,8.426149773176359,0.475,0.0,0.5250000000000001,9.920535780025531
0,26.0,6.0,61759259.0,1.0,3.0,9.219544457292887,0.13899999999999968,9.219544457292887,0.139,0.0,0.8610000000000003,11.250040971850682
0,26.0,5.0,48679261.0,1.0,3.0,8.246211251235321,0.6469999999999999,8.246211251235321,0.647,0.0,0.3530000000000001,8.958504747269199
0,26.0,5.0,47299997.0,1.0,3.0,8.660254037844387,0.19699999999999973,8.660254037844387,0.197,0.0,0.8030000000000003,10.430204026878425
0,26.0,5.0,47133071.0,1.0,3.0,8.48528137423857,0.2759999999999998,8.48528137423857,0.276,0.0,0.7240000000000002,10.189527223643179
0,26.0,5.0,53235157.0,1.0,3.0,8.831760866327848,0.09899999999999987,8.831760866327848,0.099,0.0,0.9010000000000001,10.208693496172296
0,26.0,6.0,65993219.0,1.0,3.0,9.746794344808963,0.04099999999999959,9.38083151964686,0.069,0.166,0.7930000000000004,11.104879446672316
0,26.0,5.0,41513851.0,1.0,3.0,8.602325267042627,0.0519999999999996,8.602325267042627,0.034,0.0,0.9480000000000004,11.762065371081224
0,26.0,6.0,65103971.0,1.0,3.0,9.695359714832659,0.09699999999999975,9.486832980505138,0.107,0.107,0.7960000000000003,10.40268931640829
0,26.0,6.0,65474393.0,1.0,3.0,8.602325267042627,0.24099999999999977,8.602325267042627,0.241,0.0,0.7590000000000002,10.47175755124841
0,26.0,5.0,56229169.0,1.0,3.0,9.486832980505138,0.2909999999999998,9.486832980505138,0.291,0.0,0.7090000000000002,10.054969020556868
0,26.0,5.0,53172949.0,1.0,3.0,8.888194417315589,0.09399999999999975,8.888194417315589,0.094,0.0,0.9060000000000002,10.416445047370077
0,26.0,5.0,53954491.0,1.0,3.0,9.433981132056603,0.16699999999999982,9.273618495495704,0.073,0.073,0.7600000000000002,10.409685414911952
0,26.0,5.0,43494137.0,1.0,3.0,7.874007874011811,0.3829999999999999,7.874007874011811,0.383,0.0,0.6170000000000001,9.663387917279179
0,26.0,5.0,50546077.0,1.0,3.0,9.643650760992955,0.125,9.38083151964686,0.065,0.356,0.519,10.213224450108303
0,26.0,5.0,48528677.0,1.0,3.0,8.12403840463596,0.3689999999999999,8.12403840463596,0.369,0.0,0.6310000000000001,9.461253826210974
