,Bit-length,Lattice Dimension,N,l,c,|b_op - t|^2,P(b_op),|v_best - t|^2,P(v_best),P(|v_new - t|^2 < |b_op - t|^2),P(|v_new - t|^2 > |b_op - t|^2),E[|v_new - t|^2],Pre-training Bit-length
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,11.0,1.0,3.0,7.810249675906654,0.5879,7.810249675906654,0.5879,0.0,0.4121,20.268689589918335,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
0,4.0,2.0,13.0,1.0,3.0,5.0990195135927845,0.14290000000000003,5.0990195135927845,0.1429,0.0,0.8571,34.38312900211032,25.0
