,Bit-length,Lattice Dimension,Exact Lattice Dimension,N,l,c,p,|b_op - t|^2,P(b_op),|v_best - t|^2,P(v_best),P(|v_new - t|^2 < |b_op - t|^2),P(|v_new - t|^2 > |b_op - t|^2),E[|v_new - t|^2],Run-time
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.02674750000005588
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.023929000017233193
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.02222260000417009
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.01916029999847524
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.018048600002657622
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.018975699989823624
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.017470300022978336
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.018116000021109357
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017789300007279962
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.018575299996882677
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017422900011297315
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017060200014384463
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.017627299996092916
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017329499998595566
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017609800008358434
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.01841059999424033
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017267599992919713
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.018367900018347427
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.017760800023097545
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.017181400005938485
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.01716749998740852
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.01769899998907931
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.019293699995614588
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.01888319998397492
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.018248200009111315
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.018224600004032254
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017427699989639223
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017008199996780604
0,4.0,2.0,1.9602935630167246,13.0,1.0,3.0,9.0,5.0990195135927845,0.013000000000000012,5.0990195135927845,0.013,0.0,0.987,44.098041163002925,0.01762349999626167
0,4.0,2.0,1.932065875547927,11.0,1.0,3.0,9.0,7.810249675906654,0.008000000000000007,7.810249675906654,0.008,0.0,0.992,36.21125815791721,0.017678100004559383
0,5.0,2.0,2.1459268775660676,31.0,1.0,3.0,9.0,16.61324772583615,0.17200000000000004,16.61324772583615,0.172,0.0,0.828,29.918744887751444,0.023903199995402247
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.024084200005745515
0,5.0,2.0,2.077449667613865,23.0,1.0,3.0,9.0,11.224972160321824,0.09800000000000009,11.224972160321824,0.098,0.0,0.9019999999999999,35.38179667696639,0.019529599987436086
0,5.0,2.0,2.0123333701610173,17.0,1.0,3.0,9.0,18.411952639521967,0.21700000000000008,18.411952639521967,0.217,0.0,0.7829999999999999,24.809142939939697,0.02342849998967722
0,5.0,2.0,2.1459268775660676,31.0,1.0,3.0,9.0,16.61324772583615,0.17200000000000004,16.61324772583615,0.172,0.0,0.828,29.918744887751444,0.018055599997751415
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.01722519999020733
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.017193599982419983
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.017631900002015755
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.018981400004122406
0,5.0,2.0,2.077449667613865,23.0,1.0,3.0,9.0,11.224972160321824,0.09800000000000009,11.224972160321824,0.098,0.0,0.9019999999999999,35.38179667696639,0.017232099984539673
0,5.0,2.0,2.0123333701610173,17.0,1.0,3.0,9.0,18.411952639521967,0.21700000000000008,18.411952639521967,0.217,0.0,0.7829999999999999,24.809142939939697,0.017246999981580302
0,5.0,2.0,2.077449667613865,23.0,1.0,3.0,9.0,11.224972160321824,0.09800000000000009,11.224972160321824,0.098,0.0,0.9019999999999999,35.38179667696639,0.0178029999951832
0,5.0,2.0,2.077449667613865,23.0,1.0,3.0,9.0,11.224972160321824,0.09800000000000009,11.224972160321824,0.098,0.0,0.9019999999999999,35.38179667696639,0.01732430001720786
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.01746089998050593
0,5.0,2.0,2.1459268775660676,31.0,1.0,3.0,9.0,16.61324772583615,0.17200000000000004,16.61324772583615,0.172,0.0,0.828,29.918744887751444,0.017166900011943653
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.018215300020528957
0,5.0,2.0,2.0123333701610173,17.0,1.0,3.0,9.0,18.411952639521967,0.21700000000000008,18.411952639521967,0.217,0.0,0.7829999999999999,24.809142939939697,0.08440669998526573
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.017633500014198944
0,5.0,2.0,2.1459268775660676,31.0,1.0,3.0,9.0,16.61324772583615,0.17200000000000004,16.61324772583615,0.172,0.0,0.828,29.918744887751444,0.017268399999011308
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.017665799998212606
0,5.0,2.0,2.0123333701610173,17.0,1.0,3.0,9.0,18.411952639521967,0.21700000000000008,18.411952639521967,0.217,0.0,0.7829999999999999,24.809142939939697,0.017273100005695596
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.01706089999061078
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.017489699996076524
0,5.0,2.0,2.077449667613865,23.0,1.0,3.0,9.0,11.224972160321824,0.09800000000000009,11.224972160321824,0.098,0.0,0.9019999999999999,35.38179667696639,0.017428799998015165
0,5.0,2.0,2.1459268775660676,31.0,1.0,3.0,9.0,16.61324772583615,0.17200000000000004,16.61324772583615,0.172,0.0,0.828,29.918744887751444,0.017573099990841
0,5.0,2.0,2.1459268775660676,31.0,1.0,3.0,9.0,16.61324772583615,0.17200000000000004,16.61324772583615,0.172,0.0,0.828,29.918744887751444,0.017416499991668388
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.017330899980152026
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.017642099992372096
0,5.0,2.0,2.1303599932569632,29.0,1.0,3.0,9.0,9.899494936611665,0.17599999999999993,9.899494936611665,0.176,0.0,0.8240000000000001,25.63522272587784,0.017825599992647767
0,5.0,2.0,2.035657788799144,19.0,1.0,3.0,9.0,21.77154105707724,0.32799999999999996,21.77154105707724,0.328,0.0,0.672,25.810719928353677,0.017507500015199184
0,6.0,2.0,2.223915965551539,43.0,1.0,3.0,9.0,11.224972160321824,0.07999999999999996,11.224972160321824,0.08,0.0,0.92,32.60863240753569,0.02365099999587983
0,6.0,2.0,2.223915965551539,43.0,1.0,3.0,9.0,11.224972160321824,0.07999999999999996,11.224972160321824,0.08,0.0,0.92,32.60863240753569,0.022735800012014806
0,6.0,2.0,2.223915965551539,43.0,1.0,3.0,9.0,11.224972160321824,0.07999999999999996,11.224972160321824,0.08,0.0,0.92,32.60863240753569,0.018730899988440797
0,6.0,2.0,2.212425520617858,41.0,1.0,3.0,9.0,18.49324200890693,0.03600000000000003,18.49324200890693,0.036,0.0,0.964,28.380361905624632,0.019701599987456575
0,6.0,2.0,2.309286983124155,61.0,1.0,3.0,9.0,20.273134932713294,0.659,20.273134932713294,0.659,0.0,0.34099999999999997,23.30379852959512,0.02002220001304522
0,6.0,2.0,2.309286983124155,61.0,1.0,3.0,9.0,20.273134932713294,0.659,20.273134932713294,0.659,0.0,0.34099999999999997,23.30379852959512,0.01801770000020042
0,6.0,2.0,2.274779345153178,53.0,1.0,3.0,9.0,11.916375287812984,0.09699999999999998,11.916375287812984,0.097,0.0,0.903,21.788574655801025,0.01891720001003705
0,6.0,2.0,2.245475794972441,47.0,1.0,3.0,9.0,13.601470508735444,0.008000000000000007,13.601470508735444,0.008,0.0,0.992,37.497468907559416,0.019033199991099536
0,6.0,2.0,2.309286983124155,61.0,1.0,3.0,9.0,20.273134932713294,0.659,20.273134932713294,0.659,0.0,0.34099999999999997,23.30379852959512,0.017302699998253956
0,6.0,2.0,2.3010853675361673,59.0,1.0,3.0,9.0,19.0,0.124,19.0,0.124,0.0,0.876,29.42597890843019,0.018833699985407293
0,6.0,2.0,2.245475794972441,47.0,1.0,3.0,9.0,13.601470508735444,0.008000000000000007,13.601470508735444,0.008,0.0,0.992,37.497468907559416,0.01796159998048097
